cluster	topic	roleset	prop name	prop rol desc	arg0	arg1	argL	argT	example
realize | grasp | deal	39	come_to_terms.14	acclimate to fate	0: entity coming to terms	Matt Smith	task	NA	NA	Matt Smith has time to <m> come to terms </m> to the task ahead , as current Doctor Who , David Tennant will not leave the BBC show until the end of 2009 .
go | arrive | appear	42	come.01	motion	1: entity in motion / 'comer'	BlackBerry Q10	NA	NA	05	T - Mobile has announced that the BlackBerry Q10 is <m> coming </m> to their network .
happen | arrive | appear	44	come.01	motion	1: entity in motion / 'comer'		announce.01		14 May 2008	The announcement may <m> come </m> as early as May 14 , the source told eWEEK .
happen | arrive | appear	41	come.01	motion	1: entity in motion / 'comer'	attack.01	NA	Jabaliya	NA	When the Israeli attack <m> came </m> on the Prep C girls school in the Jabaliya camp at 3.45pm on Tuesday , Mr Ging said about 350 Palestinians were inside , using the school as a shelter .
have | contain | accompany	40	come.05	pertaining to inclusion in a purchase	1: commodity	MacBook Pros	Ivy Bridge processors	San Francisco	06	Apple's new MacBook Pros <m> come </m> with Ivy Bridge processors and the Nvidia GeForce GT650M graphics card .
mention | say | report	43	comment.01	basic transitive, input	0: commenter | 1: utterance	Intel	deal.01			Intel , the world 's largest graphics-chipmaker , declined to <m> comment </m> specifically on the deal .
discuss | report | pass_on	43	communicate.01	communicate, discussing, passing information	0: first (or all) communicator(s) | 1: utterance					Our view of the Advanced Micro Devices / ATI Technologies deal is that it 's the last major move AMD needed to make to match Intel 's breadth in the processor market ( now that Intel has shed its <m> communications </m> processor business ) .
contrast | differentiate | weigh	44	compare.01	compare	0: entity making comparison | 1: first item in comparison	author	7 percent of the technology services market			HP estimates that the deal , when completed , will give it about 7 percent of the technology services market , <m> compared </m> with IBM 's 10 percent share .
battle | fight | duel	43	compete.01	vie, wanting to win	0: competitor | 1: opponent	AMD	ARM architecture manufacturers			AMD has completed its acquisition of SeaMicro as part of its strategy to regain lost server market share from Intel and better position itself against future <m> competition </m> from ARM - based players such as Nvidia .
battle | fight | duel	43	compete.02	economic, capitalistic competition: competitive salary	0: competitor | 1: opponent	AMD	Intel			Advanced Micro Devices will acquire server vendor SeaMicro in an attempt to <m> make a run </m> at Intel in the microserver market .
finish | end | close	44	complete.01	bring to an end	0: finisher | 1: task, action coming to an end	HP	deal.01		26 August 2008	If the deal is <m> completed </m> , it would be HP 's biggest acquisition since it bought Compaq Computer Corp. for $ 19 billion in 2002 .
finish | end | close	43	complete.01	bring to an end	0: finisher | 1: task, action coming to an end	AMD	acquire.01			AMD has <m> completed </m> its acquisition of SeaMicro as part of its strategy to regain lost server market share from Intel and better position itself against future competition from ARM - based players such as Nvidia .
calculate | do | process	44	compute.01	to calculate	0: calculator, agent | 1: entity calculated	HP customers				As part of its efforts to support <m> energy - efficient computing </m> , HP Monday announced it has signed an agreement to acquire facilities consulting firm EYP Mission Critical Facilities for an undisclosed sum .
calculate | do | process	43	compute.01	to calculate	0: calculator, agent | 1: entity calculated		graphics			We think not too much worse off than before the deal , and believe shares in the company remain a compelling way to play growth in gaming- and media-oriented <m> computing </m> .
find | decide | finish	45	conclude.01	come to/point to a decision based on evidence	0: decider | 1: decision made	jury	explain.01			In essence , the jury <m> concluded </m> that the circumstances surrounding Laci Peterson 's disappearance and death could not reasonably be explained in any other way but that Scott Peterson wanted her dead so he could continue and perhaps expand his secret life with Amber Frey .
disapprove | dissent | protest	41	condemn.01	express strong disapproval of	0: condemner | 1: condemned	EU	bomb.01	Jabaliya	01	The bombing has drawn international <m> condemnation </m> , with the EU calling it `` completely unacceptable . ''
behave | act | habit	45	conduct.02	behavior	0: agent | 1: manner	Scott Peterson	suspicious.03			Peterson was found guilty because jurors believed he had a motive to kill his wife and that Peterson 's <m> conduct </m> -- before , during and after Laci Peterson 's disappearance -- was too suspicious to be purely coincidental .
meet | convene | gather	43	confer.01	meet with, have a conference with	0: one party | 1: other party	AMD	news media	Taipei	24 July 2006	In a news <m> conference </m> announcing the merger held in Taipei yesterday , Henri Richard , executive vice president of AMD , urged investors not to worry as ATI 's relations with TSMC and its rival United Microelectronics Corp. would not change .
meet | convene | gather	36	confer.01	meet with, have a conference with	0: one party | 1: other party	Attorney-General Wally Oppal	news	Bountiful	NA	Winston Blackmore , 52 , and James Oler , 44 , were arrested by RCMP on Tuesday , Attorney General Wally Oppal said at a news <m> conference </m> Wednesday .
convene | meet | discuss	40	confer.01	meet with, have a conference with	0: one party | 1: other party	Apple	NA	San Francisco	06	Apple is certainly making WWDC a hardware <m> conference </m> this year - - it just unveiled a refresh of the existing MacBook Pro running Intel's newer Ivy Bridge processors on the San Francisco gathering's opening day .
announce | state | report	42	confirm.01	confirm, attest the truth of a proposition	0: confirmer | 1: thing confirmed, statement or proposition	T-Mobile	register.02	NA	04	T - Mobile <m> confirmed </m> in an email that its business customers will have the opportunity to register for the device starting next week on April 29th , with availability and pricing details to follow at a later date .
attest | certify | vouch	44	confirm.01	confirm, attest the truth of a proposition	0: confirmer | 1: thing confirmed, statement or proposition	industry sources	acquire.01			Industry sources have <m> confirmed </m> to eWEEK that Hewlett-Packard will acquire Electronic Data Systems for about $ 13 billion .
attest | certify | vouch	36	confirm.01	confirm, attest the truth of a proposition	0: confirmer | 1: thing confirmed, statement or proposition	Wally Opal	arrest.01	Bountiful	08	B.C. Attorney General Wally Oppal <m> confirmed </m> that Winston Blackmore and James Oler were arrested Wednesday .
fight | war | wager	41	conflict.01	to be or come into opposition, to come into conflict, be in opposition	0: agentive clasher, or all clashers in one constituent | 1: entity clashed with	Sudan	NA	Nuba Mountains	11	The UN refugee agency on Friday strongly condemned the aerial bombing of a temporary refugee camp in South Sudan sheltering more than 20 , 000 civilians fleeing from <m> conflict </m> in neighbouring Sudan's Nuba Mountains .
applaud | clap | acknowledge	39	congratulate.01	to express acknowledgement as for the achievement of another	0: expresser, agent | 1: person congratulated	Tom Fletcher	Peter Capaldi	NA	NA	Peter Capaldi Takes Over Doctor Who Tardis : John Barrowman , Stephen Fry & McFly's Tom Fletcher Lead Celeb <m> Congrats </m>
think | believe | contemplate	39	consider.01	believe, view, hold as true	0: thinker | 1: belief	NA	take_over.12	NA	08	Peter Capaldi was the only name <m> considered </m> to take over Doctor Who role from Matt Smith , says show boss Steven Moffat
think | believe | contemplate	39	consider.02	contemplate an action, possibility, appointment, proposition, etc	0: agent | 1: entity under consideration	Steven Moffat	Peter Capaldi	NA	08	Doctor Who boss Steven Moffat has revealed that Peter Capaldi was the only name <m> considered </m> to take over from Matt Smith .
make_up | comprise | include	44	consist.01	be composed of pieces	1: whole		market.01			For high-end enterprise IT services before this merger , the market <m> consisted of </m> IBM and everybody else .
confer | meet | negotiate	44	consult.01	get together with	0: consulter | 1: consulted with	company	technology	NA	NA	Electronics manufacturer Hewlett - Packard ( hp . com ) announced on Tuesday that it has signed a definitive agreement to acquire EYP Mission Critical Facilities ( eypmcf . com ) , a <m> consulting </m> company that specializes in strategic technology planning , design and operations support for large - scale data centers .
complete | finish | end	44	consummate.01	bring to completion	0: entity/entities completing something | 1: thing consumated	HP	transact.01			`` There can be no assurances that an agreement will be reached or that a transaction will be <m> consummated </m> , '' HP said in a statement .
discuss | report | pass_on	44	contact.01	to bring or come into contact	0: contactor, agent | 1: entity contacted	eWEEK	IT analysts			Industry analysts <m> contacted </m> by eWEEK generally say they believe that Hewlett-Packard 's forthcoming $ 13.9 billion acquisition of Electronic Data Systems ? announced officially on May 13 is a good move for both companies , although there will be the usual integration snafus over vendor neutrality issues , business lines , culture shock and layoffs .
hold | have | keep	41	contain.01	hold inside	0: container | 1: contents	Mr Ging	anger.01	Hamas	NA	Speaking by phone from the UN 's Relief and Works Agency in Gaza , Mr Ging struggled to <m> contain </m> his anger at the attack that has also left more 50 people with serious injuries , 10 of whom remain critical .
come | have | accompany	40	contain.01	hold inside	0: container | 1: contents	address.01	announce.01	San Francisco	NA	While Apple 's final keynote address at the annual MacWorld convention in San Francisco did n't <m> contain </m> the iPhone-related announcements many had hoped for , we were given all of the details on Apple 's latest revamp to their largest and most powerful MacBook Pro .
keep_up | sustain | recommence	42	continue.01	aspectual, fictive motion; go on, extend	0: causer of continuation | 1: thing continuing	T-Mobile USA	add.02	NA	05	T - Mobile <m> continues </m> to add to its growing line - up of 4G LTE devices by partnering with BlackBerry to bring customers the BlackBerry Q10 .
